,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC
9362,Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,10.0,13.0,15.2,12.0,DVD
9363,Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,10.0,29.0,11.5,16.0,Blu-Ray
9369,Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,10.0,22.0,13.0,12.0,UMD
9371,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,11.0,0.0,15.0,3.0,Cartouche
9373,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.08,0.0,0.02,0.13,5.0,2.0,10.0,7.0,Blu-Ray
9374,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,12.0,8.0,10.6,3.0,Blu-Ray
9376,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13,13.0,24.0,13.3,18.0,Blu-Ray
9377,No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13,17.0,32.0,16.2,3.0,CD Cartouche
9380,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0.0,0.0,0.13,10.0,10.0,14.2,12.0,Cartouche DVD Nintendo Game Disc
9381,Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13,7.0,57.0,8.7,12.0,UMD
9383,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0.0,0.0,0.13,14.0,14.0,17.4,3.0,CD DVD Cartouche
9387,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.13,5.0,23.0,10.3,18.0,DVD
9394,NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0.0,0.0,0.01,0.13,11.0,2.0,5.0,3.0,Blu-Ray
9395,Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13,11.0,0.0,15.0,3.0,Cartouche
9397,Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0.0,0.0,0.13,11.0,10.0,16.1,3.0,CD Cartouche Nintendo Game Disc UMD
9399,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,15.0,42.0,17.0,16.0,DVD
9406,Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13,13.0,23.0,15.7,3.0,Cartouche
9410,Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13,5.0,9.0,13.1,3.0,Nintendo Game Disc DVD CD
9411,Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0.0,0.0,0.13,10.0,6.0,17.3,3.0,DVD Nintendo Game Disc
9413,The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0.0,0.01,0.13,8.0,10.0,11.4,16.0,DVD Google Play Blu-Ray
9414,TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.09,0.02,0.0,0.02,0.13,10.0,8.0,13.3,12.0,DVD
9415,Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0.0,0.02,0.13,13.0,8.0,10.4,3.0,DVD
9420,Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13,14.0,3.0,18.7,12.0,CD
9428,Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13,13.0,10.0,15.4,3.0,Cartouche
9429,Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,15.0,22.0,16.2,3.0,DVD
9431,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,6.0,6.0,13.8,12.0,DVD
9436,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13,11.0,48.0,14.4,18.0,DVD
9437,Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,14.0,16.0,15.6,7.0,DVD
9438,BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,16.0,14.0,15.9,12.0,UMD
9447,Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0.0,0.13,16.0,13.0,15.9,12.0,DVD
9449,Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13,11.0,3.0,2.3,3.0,DVD
9450,Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,11.0,5.0,14.4,12.0,DVD
9454,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,9.0,45.0,12.5,18.0,DVD
9456,Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0.0,0.02,0.13,11.0,1.0,16.0,12.0,DVD
9458,Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,8.0,37.0,9.4,16.0,DVD
9459,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13,11.0,1.0,12.0,3.0,CD
9460,NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,9.0,6.0,11.3,3.0,DVD
9464,Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,15.0,13.0,17.2,16.0,DVD
9466,Backyard Baseball '09,DS,2008,Sports,Atari,0.12,0.0,0.0,0.01,0.13,11.0,1.0,15.0,3.0,Cartouche
9470,Just Cause 2,PC,2010,Action,Square Enix,0.0,0.1,0.0,0.03,0.13,15.0,399.0,16.1,18.0,DVD
9471,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13,13.0,1.0,13.0,3.0,Cartouche
9473,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,9.0,3.0,13.7,3.0,DVD Nintendo Game Disc Cartouche CD
9475,Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13,11.0,3.0,15.7,3.0,Nintendo Game Disc Cartouche CD
9477,Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.07,0.04,0.0,0.02,0.13,16.0,42.0,15.6,16.0,Blu-Ray
9478,Sega GT,DC,2000,Racing,Sega,0.0,0.0,0.13,0.0,0.13,18.0,97.0,14.2,3.0,GDROM CD
9481,Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,9.0,2.0,14.0,12.0,Nintendo Game Disc DVD CD
9482,Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.13,15.0,10.0,15.6,3.0,Cartouche
9483,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.01,0.13,12.0,8.0,18.0,12.0,DVD
9485,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,13.0,2.0,15.0,3.0,DVD CD Cartouche Nintendo Game Disc
9487,Shining Wind,PS2,2007,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13,11.0,0.0,15.0,12.0,DVD
9488,Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,13.0,8.0,16.4,16.0,DVD
9493,Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13,11.0,20.0,16.0,12.0,DVD
9494,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.13,12.0,7.0,12.9,3.0,DVD
9497,Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0.0,0.0,0.13,14.0,61.0,17.4,18.0,Nintendo Game Disc DVD
9499,Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.11,0.0,0.0,0.01,0.13,11.0,1.0,16.0,12.0,DVD
9500,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,11.0,10.0,9.9,3.0,CD
9502,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0.0,0.0,0.13,13.0,47.0,16.7,7.0,UMD Blu-Ray DVD Cartouche
9506,Advent Rising,XB,2005,Action,THQ,0.1,0.03,0.0,0.0,0.13,10.0,7.0,15.9,12.0,DVD CD
9507,Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13,13.0,8.0,12.9,3.0,CD
9508,Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,14.0,22.0,14.5,3.0,CD
9512,Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13,8.0,6.0,14.5,3.0,DVD
9514,Thor: God of Thunder,DS,2011,Action,Sega,0.09,0.03,0.0,0.01,0.13,10.0,5.0,13.6,12.0,Cartouche
9515,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0.0,0.0,0.13,16.0,20.0,17.0,12.0,DVD UMD CD
9518,The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13,15.0,24.0,17.2,12.0,DVD
9520,Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13,11.0,0.0,15.0,3.0,Blu-Ray
9521,Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0.0,0.02,0.13,8.0,5.0,16.6,3.0,DVD
9523,DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0.0,0.02,0.13,3.0,5.0,1.2,3.0,CD
9524,SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13,13.0,8.0,14.0,3.0,DVD
9532,Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0.0,0.01,0.13,8.0,13.0,6.6,3.0,CD DVD
9534,X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,10.0,24.0,14.8,3.0,CD Nintendo Game Disc DVD
9537,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.04,0.0,0.01,0.13,6.0,2.0,6.0,3.0,Cartouche
9541,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.11,0.0,0.0,0.01,0.13,11.0,1.0,15.0,3.0,Cartouche
9542,Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,15.0,48.0,15.5,3.0,CD DVD Nintendo Game Disc
9545,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,11.0,4.0,14.3,12.0,Cartouche
9546,Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,11.0,2.0,19.0,12.0,DVD
9548,Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,12.0,6.0,14.8,12.0,Blu-Ray New Game Media
9549,Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.13,11.0,2.0,2.5,7.0,DVD
9550,Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0.0,0.0,0.13,0.0,0.13,15.0,5.0,17.8,7.0,eShop Cartouche
9552,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0.0,0.0,0.13,11.0,2.0,20.0,3.0,DVD
9555,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,14.0,13.0,16.8,3.0,Cartouche Nintendo Game Disc DVD UMD
9556,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,16.0,48.0,17.5,16.0,CD DVD Nintendo Game Disc
9562,Dragon Ball: Origins,DS,2008,Action,Atari,0.09,0.03,0.0,0.01,0.13,14.0,59.0,16.4,12.0,Cartouche
9564,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,12.0,33.0,15.9,12.0,DVD
9565,Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,18.0,73.0,17.4,3.0,DVD
9566,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.13,10.0,31.0,11.9,16.0,DVD Blu-Ray
9570,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,12.0,10.0,16.4,12.0,CD DVD
9572,Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13,11.0,2.0,11.0,12.0,UMD
9573,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0.0,0.01,0.13,15.0,99.0,16.4,16.0,DVD
9574,Supremacy MMA,PS3,2011,Fighting,505 Games,0.06,0.04,0.0,0.02,0.13,9.0,22.0,8.5,18.0,Blu-Ray
9576,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13,15.0,18.0,16.7,3.0,DVD
9577,Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0.0,0.01,0.13,8.0,13.0,13.2,3.0,CD
9580,Sonic Jam,SAT,1997,Platform,Sega,0.0,0.0,0.12,0.0,0.12,11.0,7.0,17.9,3.0,CD
9582,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.12,7.0,2.0,11.0,7.0,DVD
9584,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0.0,0.01,0.12,13.0,51.0,15.2,12.0,DVD
9585,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12,13.0,9.0,10.3,12.0,iDensity
9586,Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0.0,0.0,0.12,8.0,10.0,13.9,3.0,CD
9592,Resident Evil,PS3,2006,Action,Capcom,0.0,0.0,0.12,0.0,0.12,16.0,142.0,16.3,16.0,DVD
9593,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12,15.0,9.0,16.3,12.0,Nintendo Game Disc DVD
9596,Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,11.0,1.0,20.0,3.0,Blu-Ray
9597,Sleeping Dogs,PC,2012,Action,Square Enix,0.06,0.05,0.0,0.02,0.12,16.0,425.0,16.3,18.0,DVD
9598,Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,15.0,6.0,17.3,7.0,Nintendo Game Disc DVD
9600,After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0.0,0.1,0.0,0.03,0.12,11.0,2.0,13.5,3.0,Blu-Ray
9602,Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,14.0,49.0,15.9,3.0,DVD
9606,Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,7.0,5.0,13.6,7.0,DVD
9607,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,11.0,8.0,18.1,3.0,Cartouche
9610,Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12,14.0,32.0,15.2,16.0,UMD
9612,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0.0,0.1,0.0,0.03,0.12,12.0,34.0,16.1,18.0,Blu-Ray
9615,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,3.0,7.0,5.6,16.0,DVD
9621,Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12,11.0,16.0,16.1,18.0,DVD Blu-Ray
9623,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,15.0,31.0,16.2,12.0,CD
9625,One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,15.0,195.0,17.1,12.0,Blu-Ray New Game Media
9629,Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12,11.0,2.0,12.5,12.0,DVD Blu-Ray
9630,Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,13.0,8.0,14.4,7.0,DVD
9634,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12,11.0,19.0,16.3,18.0,iDensity
9635,Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,11.0,13.0,14.6,16.0,UMD
9636,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0.0,0.01,0.12,11.0,3.0,19.7,3.0,CD
9637,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12,11.0,1.0,6.0,12.0,CD
9642,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,18.0,12.0,19.5,12.0,DVD
9645,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0.0,0.03,0.12,17.0,66.0,16.9,3.0,eShop PlayStation Store Facebook Xbox Live Arcade Google Play CD WiiWare Cartouche Online App Store Blu-Ray
9646,Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12,11.0,7.0,18.0,3.0,CD PlayStation Store
9647,Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12,12.0,20.0,13.7,18.0,UMD
9648,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,17.0,9.0,18.2,18.0,PlayStation Store
9649,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0.0,0.0,0.12,15.0,3.0,17.3,3.0,CD DVD Nintendo Game Disc Cartouche
9651,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,16.0,5.0,15.6,12.0,CD
9652,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,13.0,1.0,14.0,3.0,DVD Nintendo Game Disc Cartouche
9656,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,10.0,71.0,14.1,12.0,DVD Blu-Ray New Game Media
9659,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12,16.0,5.0,16.4,16.0,CD
9660,Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,14.0,3.0,16.3,3.0,Cartouche
9665,Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,11.0,2.0,15.0,3.0,Xbox Live Arcade PlayStation Store
9666,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0.0,0.01,0.12,10.0,16.0,12.1,16.0,Cartouche
9667,MotoGP 14,PS3,2014,Racing,Milestone S.r.l.,0.04,0.06,0.0,0.02,0.12,11.0,6.0,18.5,3.0,Blu-Ray
9673,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,11.0,2.0,10.5,3.0,DVD
9676,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,11.0,69.0,15.1,16.0,Nintendo Game Disc CD DVD PlayStation Store
9678,Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0.0,0.02,0.12,11.0,1.0,16.0,12.0,DVD
9679,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,15.0,15.0,17.6,12.0,DVD
9680,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,8.0,27.0,9.9,16.0,Blu-Ray
9687,Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,13.0,4.0,13.8,3.0,DVD
9688,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,8.0,13.0,14.1,16.0,DVD
9689,Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,11.0,2.0,13.0,7.0,Blu-Ray
9692,Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0.0,0.01,0.12,13.0,27.0,13.7,3.0,Cartouche
9693,Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,7.0,4.0,7.5,7.0,DVD
9697,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12,12.0,32.0,14.2,16.0,UMD
9698,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,12.0,14.0,14.9,3.0,Blu-Ray DVD
9699,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,13.0,21.0,15.0,18.0,Blu-Ray DVD
9705,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.12,18.0,31.0,16.6,12.0,New Game Media UMD Blu-Ray DVD
9706,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,14.0,10.0,18.2,3.0,Nintendo Game Disc PlayStation Store DVD
9707,Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,14.0,11.0,18.0,3.0,UMD
9708,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,16.0,209.0,16.7,12.0,DVD
9709,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,10.0,6.0,9.8,3.0,Cartouche
9711,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,12.0,7.0,13.9,3.0,Cartouche
9713,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,15.0,7.0,17.3,12.0,DVD
9720,Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,11.0,0.0,15.0,3.0,Cartouche
9721,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,14.0,32.0,16.0,18.0,Online Blu-Ray DVD
9722,Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,16.0,43.0,16.4,12.0,DVD
9726,Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,8.0,3.0,13.0,12.0,CD
9731,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,15.0,33.0,17.0,12.0,UMD
9736,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12,11.0,4.0,15.5,3.0,Cartouche
9740,Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,11.0,1.0,14.0,18.0,Cartouche
9742,Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0.0,0.02,0.12,12.0,17.0,14.1,3.0,CD
9746,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12,8.0,28.0,14.3,12.0,DVD
9748,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0.0,0.0,0.01,0.12,11.0,0.0,15.0,3.0,Blu-Ray DVD Cartouche
9751,Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,15.0,16.0,16.0,12.0,UMD
9752,MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0.0,0.0,0.01,0.12,8.0,3.0,14.3,3.0,Cartouche
9756,Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12,3.0,1.0,1.0,3.0,DVD
9759,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0.0,0.01,0.12,13.0,6.0,10.2,3.0,CD
9760,Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12,16.0,6.0,18.5,3.0,GDROM Online Nintendo Game Disc PlayStation Store Xbox Live Arcade
9761,Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0.0,0.01,0.12,11.0,1.0,14.0,3.0,CD
9764,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,11.0,10.0,14.4,3.0,DVD
9765,Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,4.0,1.0,1.0,7.0,DVD
9770,nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,12.0,21.0,13.5,12.0,Blu-Ray
9776,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,12.0,51.0,15.2,12.0,Cartouche
9780,The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12,11.0,2.0,10.5,3.0,Cartouche
9781,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,11.0,0.0,15.0,3.0,DVD
9782,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,11.0,2.0,18.5,3.0,UMD DVD
9787,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12,11.0,2.0,6.0,3.0,DVD
9788,Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0.0,0.0,0.01,0.12,11.0,1.0,17.0,3.0,DVD
9791,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,13.0,15.0,16.3,12.0,DVD
9793,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0.0,0.0,0.12,15.0,2.0,16.0,3.0,Nintendo Game Disc DVD Cartouche
9794,Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,14.0,10.0,13.9,16.0,CD
