,Name,Platform,summary,meta_score,user_review,year,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3043,FIFA Manager 12,PC,"FIFA Manager 12 features improvements to virtually all areas of the game, including major enhancements to the 3D mode, finances, transfers and the calendar. Changes to the 3D mode create a more realistic experience, and include new logic, new player artificial intelligence, and marked improvements to tactics, substitutions and the conduct of opposing managers. In addition, a new intuitive user interface makes it possible for players to retrieve all the data relevant to the game within seconds and to issue precise tactical instructions to their teams.",72,4.4,2011,13360,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05
3044,Overlord II,PS3,"Overlord II is the sequel to the warped fantasy action adventure that had players being delightfully despotic. In Overlord II, a new Overlord and a more powerful army of Minions take on an entire empire in a truly epic adventure, inspired by the rise of the Roman Empire. As the Glorious Empire conquers kingdoms and destroys any sign of magic it finds, it's time to go Minion Maximus and send in the horde. The Minions return smarter, deadlier (and funnier) and are ready to fight in large scale battles that will see their wild pack mentality squaring up to the organised legions of the Glorious Empire. As ever, they'll do anything and everything the Overlord commands of them, especially now that they can run ravage and wreck buildings and scenery. They've also learned how to ride: In Overlord II Minions mount up and ride wolves and other magical creatures around the landscape and take them into battle, making our band of merry fighters faster and fiercer than ever before. [Codemasters]",72,7.7,2009,5603,Action,Codemasters,0.11,0.15,0.0,0.06,0.32
3045,FIFA Soccer 10,PC,"On the pitch, critical gameplay fundamentals have been enhanced to ensure that FIFA Soccer 10 mirrors real-world soccer, providing more sophisticated ball control, and physical interaction between players. In addition, players now move, behave and position themselves more realistically. On attack, players analyze space more effectively, curve their runs in an attempt to stay onside, create passing lanes naturally, and drive for more variety in attacking options. On defense, new concepts like position priority enable defenders to multitask so dangerous spaces left open by teammates out of position are covered. Plus, slide tackle targeting, press marking, and better-urgency clearance logic provide new options that make defending a tactical skill in FIFA Soccer 10. In goal, a myriad of improvements and refinements to goalkeeper intelligence result in a more responsive and powerful rushing system and ultra-realistic saves. Better balance on lofted through balls, improved goalkeeper intelligence, more realistic shooting mechanics with less shots hitting the goal posts, a practice arena to perfect skills, and a more immersive soccer experience through continuous play and quick free kicks are just a few of the issues raised by fans and addressed in FIFA Soccer 10. Three new innovations revealed today at E3 have been developed to change the player control experience in FIFA Soccer 10. The first-ever true 360 degree dribbling system gives players finer control of the ball, enabling them to find spaces between defenders that previously were not possible. Using an all-new animation technology, skilled dribblers now have the ability to face the defender and use highly responsive lateral dribbling to skip past him. An innovative concept called Freedom in Physical Play enables players to perform wider dribble touches and new collision sharing creates a varied, less predictable, and extended fight for possession between the dribbler and a defender. FIFA Soccer 10 also features a deeper iteration of the ever-popular Manager Mode with more than 50 major improvements, including new match realism, realistic player transfers based on multiple decision points, and true-to-life player growth curves. [Electronic Arts]",72,4.6,2009,13276,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05
3046,Legend of Kay,PS2,"Legend of Kay is a classic action adventure – enhanced by an advanced close combat fighting system. Our hero ‘Kay’, a young cat Kay, embarks on a quest to save his village from invading troops of emperor Shun – king of the mighty gorillas. Kay may be young, but he is a brave and agile fighter. He leaves his hometown only with his sword and soon becomes a seasoned fighter, the only hope of all cats. Finally Kay will manage to unravel the secret that lies hidden in the volcano fortress of emperor Shun. The fights in Legend of Kay recreate the feeling of classic eastern martial-arts-movies. But even Kay’s most spectecular moves are executed by pressing few buttons at the right moment. Kay auto-aims at enemies to a certain extent, which makes it easy for the player to execute double- and triple blows, uppercuts, backflips, somersaults and powerful magic attacks. [JoWood]",72,7.6,2005,12987,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05
3047,Turok: Evolution,GBA,"Get locked and loaded in an exciting prequel to the Turok series. Turok: Evolution is an epic adventure set against the backdrop of living jungles, mysterious temples, and deadly dinosaurs. Battle over 32 types of dinosaurs as Tal'Set, a warrior caught in the midst of a brutal war in the Lost Land. Use your arsenal of all-new weapons including Variable Payload Cruise Missiles, Gravity Disruptor beams, and the Swarm Bore. Soar through the skies on a winged Quetzalcoatlus, or set out on foot on of the lush interactive environments. Experience an adventure before time.",72,8.1,2002,9936,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
3048,Red Faction: Armageddon,X360,Volition and THQ's martian insurgency will continue in a fourth chapter in the franchise with expanded online play and enhanced destruction.,71,7.1,2011,4920,Shooter,THQ,0.18,0.17,0.01,0.04,0.39
3049,The Crew,PC,"Engage in a relentless ride to infiltrate and subvert the 510s, a gang that has come to power around Detroit's illegal street racing scene. Your mission? Build up your reputation in the secret racing scene and sabotage their activities city-by-city all across an open world United States. Maneuver through the crackling streets of New York City and Los Angeles, drive through sunny Miami Beach, or trek through the grand plateaus of Monument Valley. Each location comes with its own set of surprises and driving challenges to master. On your journey you will encounter other people on the road - all potentially worthy companions to crew up with, or future rivals to compete against.",71,6.3,2014,8600,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16
3050,Puzzle Quest: Challenge of the Warlords,Wii,"Designed specifically to entertain both casual and hardcore gamers with its deep immersion, five to fifteen minute play sessions and turn-based play style, Puzzle Quest: Challenge of the Warlords incorporates strategy, role-playing elements and a persistent storyline in a puzzle board setting. Set in the Warlords universe, the game challenges players to create, develop and customize the ultimate hero in order to save the land of Etheria from evil Lord Bane. To advance their character, players battle in turn-based, head-to-head ""match-three"" style puzzle games in one of three distinct gameplay modes: Single-player allows gamers to battle against the AI as they embark on over 150 challenging quests, Instant Action allows gamers to jump in and immediately play continuous battles to level-up characters without participating in quests, and Multiplayer allows gamers to battle live opponents. Victory will advance the player’s hero, magical arsenal, creature companions and more - ultimately rewarding gamers at nearly every turn and providing endless hours of replayability. [D3Publisher of America]",71,6.2,2007,6058,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29
3051,Rayman Origins,3DS,"When the Glade of Dreams is overrun by ""nefurrious"" Darktoons, the Fairy Council hastily invokes Rayman to save the day; but the hero of light isn’t quite all there…To help him, Rayman teams up with his best friend, Globox, and two crafty wizards, the Teensies. Together, the world’s most hilarious team of heroes will need to restore peace to the Glade or watch as their beloved home vanishes like a bad dream...",71,6.3,2012,8953,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15
3052,uDraw Studio,Wii,"Packaged with the uDraw GameTablet, uDraw Studio was designed as a showcase piece for the capabilities of the device and features a robust set of art creation modes and user-friendly tools that help players create anything from simple doodles to intricate masterpieces that can be saved and shared.",71,tbd,2010,628,Misc,THQ,1.67,0.58,0.0,0.2,2.46
