,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
4782,4784,Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.0,0.13,0.26,0.01,0.4,"Story of Seasons
Développeur
Marvelous Inc.
Éditeur
JAP Marvelous Inc.
AN Xseed Games
EUR Nintendo
Date de sortie
JAP 27 février 2014
AN 31 mars 2015
EUR 31 décembre 2015
Franchise
Harvest Moon
Genre
RPG, simulation de vie
Mode de jeu
Solo
Plateforme
Nintendo 3DS
Site web
storyofseasons.com/sos, www.bokumono.com/series/tsunagaru
modifier - modifier le code - modifier Wikidata"
4783,4785,Beowulf: The Game,X360,2007.0,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,no_data
4784,4786,Mouse Trap,2600,1981.0,Action,Coleco,0.38,0.02,0.0,0.0,0.4,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
4785,4787,Super Monkey Ball: Step & Roll,Wii,2010.0,Action,Sega,0.17,0.2,0.0,0.04,0.4,"Super Monkey Ball
Step and Roll
Développeur
Sega
Éditeur
Sega
Compositeur
Tomoya Ohtani (en)
Date de sortie
USA : 9 février 2010
EUR : 12 février 2010
Franchise
Super Monkey Ball
Genre
Party game, plates-formes
Mode de jeu
1 à 4 joueurs
Plateforme
Nintendo Wii
Évaluation
ESRB : E ?
PEGI : 3 ?
Site web
www.sega.com/games/super-monkey-ball-step-and-roll
modifier - modifier le code - modifier Wikidata"
4786,4788,Hatsune Miku: Project Diva F 2nd,PSV,2014.0,Misc,Sega,0.13,0.06,0.16,0.06,0.4,no_data
4787,4789,Overlord,X360,2007.0,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,"Sur les autres projets Wikimedia :
overlord, sur le Wiktionnaire"
4788,4790,Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,0.4,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
4789,4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007.0,Action,Activision,0.32,0.04,0.01,0.04,0.4,no_data
4790,4792,Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.08,0.4,"Sega Superstars Tennis
Développeur
Sumo Digital
Feral Interactive (Mac OS X)
Éditeur
Sega
Feral Interactive (Mac OS X)1
Compositeur
Richard Jacques
Date de sortie
USA/EUR : 28 mars 2008
Franchise
Sega All-Stars
Genre
Sport : Tennis
Plateforme
Ordinateur(s) :
Macintosh
Console(s) :
PS2, PS3, Xbox 360, Wii
Console(s) portable(s) :
Nintendo DS
Évaluation
PEGI : 7+ ?
modifier - modifier le code - modifier Wikidata"
4791,4793,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.04,0.4,no_data
4792,4794,Dragon Quest X,WiiU,2013.0,Role-Playing,Square Enix,0.0,0.0,0.4,0.0,0.4,"Dragon Quest X
Développeur
Square Enix
Armor Project
Éditeur
Square Enix
Réalisateur
Jin Fujisawa (directeur)
Yosuke Saito (producteur)
Compositeur
Kōichi Sugiyama
Début du projet
Fin 2008
Date de sortie
[afficher]
Première version









[afficher]
Deuxième version

[afficher]
Troisième version





[afficher]
Version Offline

Genre
MMORPG
Mode de jeu
Multijoueur
Un joueur (version Offline)
Plateforme
Wii, Wii U, Nintendo 3DS, Microsoft Windows, PlayStation 4, Nintendo Switch, PlayStation 5
Moteur
Crystal Tools (en)
Site web
www.dqx.jp
Dragon Quest
Dragon Quest IX : Les Sentinelles du firmament (2010) Dragon Quest XI : Les Combattants de la destinée (2017)
modifier - modifier le code - modifier Wikidata"
4793,4795,Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.08,0.4,"WALL-E
Logo du film.
Données clés
Titre original WALL-E
Réalisation Andrew Stanton
Scénario Andrew Stanton
Jim Reardon
Pete Docter
Sociétés de production Pixar Animation Studios
Pays de production États-Unis
Genre Animation
Anticipation
Science-fiction post-apocalyptique
Comédie
Durée 98 minutes
Sortie 2008
Pour plus de détails, voir Fiche technique et Distribution"
4794,4796,Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4,no_data
4795,4797,NBA 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.33,0.01,0.0,0.05,0.4,"Cet article ne cite pas suffisamment ses sources (avril 2020).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
4796,4798,Defender,PS2,2002.0,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,"Sur les autres projets Wikimedia :
defender, sur le Wiktionnaire"
4797,4799,NFL GameDay 2003,PS2,,Sports,Unknown,0.2,0.15,0.0,0.05,0.4,no_data
4798,4800,WipeOut 3 The Game,Wii,2012.0,Action,Activision,0.38,0.0,0.0,0.03,0.4,no_data
4799,4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,no_data
4800,4802,Thief (2014),PS3,2014.0,Action,Square Enix,0.1,0.2,0.02,0.08,0.4,no_data
4801,4803,Congo Bongo,2600,1982.0,Action,Sega,0.37,0.02,0.0,0.0,0.4,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
4802,4804,Gauntlet: Seven Sorrows,PS2,2005.0,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,"Gauntlet
Seven Sorrows
Développeur
Midway
Éditeur
Midway
Compositeur
Inon Zur
Date de sortie
12 décembre 2005
Genre
Action-RPG
Mode de jeu
Un à multijoueurs
Plateforme
PlayStation 2, Xbox, Xbox 360
Moteur
RenderWare
modifier - modifier le code - modifier Wikidata"
4803,4805,Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,Article connexe : Quidditch.
4804,4806,Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4,"↑ (en) Nicola Six, « Advance Wars: Dual Strike - A must-buy handheld classic » [archive], sur Eurogamer, 29 septembre 2005.
↑ Frédéric Luu, « Test :Advance Wars: Dual Strike » [archive], sur Gamekult, 28 septembre 2005.
↑ (en) Greg Kasavin, « Advance Wars: Dual Strike Review » [archive], sur GameSpot, 19 août 2005.
↑ (en) Craig Harris, « Advance Wars: Dual Strike Review - The GBA series hops off one handheld and onto another. How's the transition? Our full review. » [archive], sur IGN, 19 août 2005.
↑ Romendil, « Test : Advance Wars: Dual Strike » [archive], sur Jeuxvideo.com, 28 septembre 2005.
↑ (en) « Advance Wars: Dual Strike » [archive], sur Metacritic.
↑ (en) « Advance Wars: Dual Strike » [archive], sur GameRankings.
↑ (ja) « Media Create Top 500 2005 » [archive du 27 janvier 2009], Geimin.net (consulté le 26 janvier 2009)"
4805,4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009.0,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,no_data
4806,4808,Warriors Orochi 2 (JP sales),PS2,2008.0,Action,Tecmo Koei,0.0,0.0,0.4,0.0,0.4,no_data
4807,4809,WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,THQ,0.36,0.01,0.0,0.03,0.4,"WWE SmackDown! vs. RAW 2006
Développeur
Yuke's Media Creation
Éditeur
THQ (WWE SmackDown! vs. Raw)
Yuke's Media Creation(Exciting Pro Wrestling 7)
Date de sortie
PlayStation 2
USA : 11 novembre 2005
EUR : 14 novembre 2005
JAP : 2 février 2006

PlayStation Portable
USA : 16 novembre 2005
EUR : 13 novembre 2005
JAP : 12 octobre 2006
Franchise
WWE 2K
Genre
Catch
Combat
Mode de jeu
Solo
Multijoueurs
Jeu en ligne
Plateforme
PlayStation 2, PlayStation Portable
Langue
Anglais
Évaluation
CERO : 15
ESRB : T ?
PEGI : 16+ ?
modifier - modifier le code - modifier Wikidata"
4808,4810,The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,no_data
4809,4811,The Incredibles: Rise of the Underminer,GBA,2005.0,Action,THQ,0.29,0.11,0.0,0.01,0.4,"Les Indestructibles
La Terrible Attaque du Démolisseur
Développeur
Heavy Iron Studios
Helixe (DS, GBA)
Beenox (PC, Mac OS X)
Éditeur
THQ
Compositeur
Michael Giacchino
Date de sortie
AN 24 octobre 2005 (PC, Mac)
AN 1er novembre 2005
EUR 11 novembre 2005 (GBA, PC, PS2, Xbox)
EUR 25 novembre 2005 (DS, GC)
Genre
Action-aventure
Mode de jeu
Solo, multijoueur
Plateforme
Ordinateur(s) :
Windows, Mac
Console(s) :
GameCube, PlayStation 2, Xbox
Console(s) portable(s) :
Game Boy Advance, Nintendo DS
Évaluation
PEGI : 7+ ?
modifier - modifier le code - modifier Wikidata"
4810,4812,Pet in TV,PS,1997.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,no_data
4811,4813,Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,"↑ (en) Kristan Reed, « Battalion Wars: Cannon Fodder » [archive], sur Eurogamer, 12 septembre 2005.
↑ Gregoire Hellot, « Test : Battalion Wars » [archive], sur Gamekult, 9 décembre 2005.
↑ (en) Bob Colayco, « Battalion Wars Review » [archive], sur GameSpot, 19 septembre 2005.
↑ (en) Matt Casamassina, « Battalion Wars » [archive], sur IGN, 14 septembre 2005.
↑ Killy, « Test : Battalion Wars » [archive], sur Jeuxvideo.com, 7 décembre 2005.
↑ (en) « Battalion Wars » [archive], sur Metacritic.
↑ (en) « Battalion Wars » [archive], sur GameRankings."
4812,4814,NBA ShootOut 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,no_data
4813,4815,Power Rangers: Dino Thunder,GC,2004.0,Action,THQ,0.31,0.08,0.0,0.01,0.4,Article détaillé : Liste des épisodes de Power Rangers : Dino Tonnerre.
4814,4816,Rocksmith 2014,XOne,2014.0,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.4,"Rocksmith 2014
Développeur
Ubisoft San Francisco
Éditeur
Ubisoft
Date de sortie
JAP : 2013
USA : 22 mai 2013
EUR : 22 mai 2013
Genre
Jeu de rythme
Mode de jeu
Un
Plateforme
PS3, PS4, Xbox 360, Xbox One, PC, Macintosh
Langue
Anglais, allemand, français, italien, espagnol, japonais
Moteur
Gamebryo
Site web
www.rocksmith.com
Rocksmith
Rocksmith (2011) Rocksmith+ (2022)
modifier - modifier le code - modifier Wikidata"
4815,4817,Samurai Shodown,SNES,1994.0,Fighting,Takara,0.0,0.0,0.4,0.0,0.4,"Samurai Shodown
Genre
Jeu de combat
Développeur
SNK
Éditeur
SNK
Premier jeu
1993 : Samurai Shodown
Dernier jeu
2019 : Samurai Shodown
Plate-forme
Arcade, 3DO, Game Gear, Mega Drive, Super Nintendo, Game Boy, Neo-Geo AES, Neo-Geo CD, Neo-Geo Pocket Color, Mega-CD, PlayStation 2, PlayStation 3, PlayStation 4, Wii, Nintendo Switch, Xbox One
Site web
samuraianiv.snkplaymore.co.jp/top.html, www.snk-corp.co.jp/us/games/samuraishodown
modifier - modifier le code - modifier Wikidata"
4816,4818,NHL 15,XOne,2014.0,Sports,Electronic Arts,0.31,0.06,0.0,0.03,0.4,"NHL 15
Développeur
EA Canada
Éditeur
EA Sports
Début du projet
2014
Genre
Sport
Hockey sur glace
Mode de jeu
Solo
multijoueurs
Plateforme
PlayStation 4
PlayStation 3
Xbox 360
Xbox One
Langue
texte écran en français
voix en anglais
Site web
www.easports.com/nhl/nhl15
NHL
NHL 14 NHL 16
modifier - modifier le code - modifier Wikidata"
4817,4819,TMNT,Wii,2007.0,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,"Cet article ne cite pas suffisamment ses sources (avril 2013).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
4818,4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,"Final Fantasy
Crystal Chronicles
The Crystal Bearers
Développeur
Square Enix PDD 2
Éditeur
Square Enix
Réalisateur
Toshiyuki Itahana
Compositeur
Ryō Yamazaki (d)
Producteur
Akitoshi Kawazu
Date de sortie
JAP 12 novembre 2009
AN 26 décembre 2009
EUR 5 février 2010
Franchise
Final Fantasy Crystal Chronicles (en)
Genre
Action-aventure
Mode de jeu
Solo et multijoueur
Plateforme
Wii
Langue
Voix en Anglais, sous-titres français.
Évaluation
CERO : B ?
ESRB : T ?
PEGI : 12 ?
Site web
www.thecrystalbearers.com
modifier - modifier le code - modifier Wikidata"
4819,4821,Cabela's Big Game Hunter 2010,PS3,2009.0,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,no_data
4820,4822,EA Sports UFC 2,XOne,2016.0,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4,"EA Sports UFC 2
Développeur
EA Canada
Éditeur
EA Sports
Date de sortie
PlayStation 4, Xbox One
15 mars 2016
Genre
Combat (Ultimate Fighting Championship)
Mode de jeu
Solo
Plateforme
Console(s) :
PlayStation 4, Xbox One
Site web
www.easports.com/ufc
modifier - modifier le code - modifier Wikidata"
4821,4823,Fighting Vipers,SAT,1995.0,Fighting,Sega,0.0,0.0,0.4,0.0,0.4,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
4822,4824,NCAA GameBreaker 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,no_data
4823,4825,Iron Man 2,PS3,2010.0,Action,Sega,0.14,0.19,0.0,0.07,0.4,"Iron Man 2
Logo du film.
Données clés
Réalisation Jon Favreau
Scénario Justin Theroux
Musique John Debney
Acteurs principaux
Robert Downey Jr.
Gwyneth Paltrow
Don Cheadle
Mickey Rourke
Samuel L. Jackson
Sociétés de production Marvel Studios
Fairview Entertainment
Paramount Pictures
Marvel Entertainment
Paramount Pictures
Pays de production États-Unis
Genre Action
Super-héros
Durée 124 minutes
Sortie 2010
Série l'univers cinématographique Marvel
L'Incroyable Hulk
(2008)
Thor
(2011)
Série Iron Man
Iron Man
(2008)
Iron Man 3
(2013)
Pour plus de détails, voir Fiche technique et Distribution"
4824,4826,The Legend of Spyro: Dawn of the Dragon,PS2,2008.0,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4,"Cet article ne cite pas suffisamment ses sources (juin 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
4825,4827,AKB1/48: Idol to Guam de Koishitara...,PSP,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,no_data
4826,4828,RR64: Ridge Racer 64,N64,1999.0,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4,no_data
4827,4829,Top Gear Rally,N64,1997.0,Racing,Kemco,0.32,0.07,0.0,0.0,0.4,"Cet article ne cite pas suffisamment ses sources (août 2017).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
4828,4830,NFL Quarterback Club 2000,N64,1999.0,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,no_data
4829,4831,Mortal Kombat Mythologies: Sub-Zero,N64,1997.0,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4,"Mortal Kombat Mythologies
Sub-Zero
Développeur
Avalanche Software
Éditeur
Midway
Producteur
John Tobias
Date de sortie
1997
Franchise
Mortal Kombat
Genre
Beat them all
Mode de jeu
Un joueur
Plateforme
Nintendo 64, PlayStation
Langue
Anglais
Évaluation
ESRB : M ?
modifier - modifier le code - modifier Wikidata"
4830,4832,18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,"18 Wheeler
American Pro Trucker
Développeur
Sega-AM2
Éditeur
Sega
Acclaim
Date de sortie
2000
Genre
Course
Mode de jeu
Un joueur, Multijoueur
Plateforme
Arcade, Dreamcast, PlayStation 2, GameCube
Évaluation
PEGI 3 (d)
modifier - modifier le code - modifier Wikidata"
4831,4833,Atari Anthology,PS2,2004.0,Misc,Atari,0.33,0.01,0.0,0.05,0.4,"Cet article ne cite pas suffisamment ses sources (février 2014).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
4832,4834,Bugs Bunny: Lost in Time,PS,1999.0,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,"Cet article ne cite pas suffisamment ses sources (février 2014).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
4833,4835,NBA Jam,X360,2010.0,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,"NBA Jam
Genre
Sport (basket-ball)
Développeur
EA Canada, Iguana Entertainment / Acclaim Studios Austin, Iguana West / Acclaim Studios Salt Lake City, DC Studios, Digital Creations, Avalanche Software, Sculptured Software, Midway Games
Éditeur
EA Sports, Acclaim Entertainment, Midway Games, Arena
Premier jeu
1993 : NBA Jam
Plate-forme
32X, Android, Borne d'arcade, DOS, Dreamcast, Game Boy, Game Boy Color, Game Boy Advance, Game Gear, GameCube, iOS, Jaguar, Mac, Master System, Mega Drive, Mega-CD, Nintendo 64, PlayStation, PlayStation 2, PlayStation 3, Saturn, Super Nintendo, Téléphone mobile, Wii, Windows, Xbox, Xbox 360
modifier - modifier le code - modifier Wikidata"
4834,4836,Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.4,no_data
4835,4837,Hot Wheels: Beat That!,PS2,2007.0,Racing,Activision,0.2,0.15,0.0,0.05,0.4,no_data
4836,4838,MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,no_data
4837,4839,Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,LucasArts,0.18,0.17,0.0,0.04,0.4,no_data
4838,4840,Brunswick Pro Bowling,PS2,2007.0,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,"Brunswick Pro Bowling
Développeur
Point of View, Inc. (en)
Éditeur
AN Crave Entertainment
EUR 505 Games
Genre
Sport
Mode de jeu
un joueur, multijoueurs
Plateforme
Wii, PlayStation 2, PlayStation Portable, PlayStation 3, Xbox 360, iOS
Évaluation
PEGI 3 (d)
Site web
cravegames.com/games/Brunswick_Bowling/index.html
modifier - modifier le code - modifier Wikidata"
4839,4841,Mafia II,PC,2010.0,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,"afficher
Cette section ne cite pas suffisamment ses sources (juillet 2021). "
4840,4842,Rocket Power: Dream Scheme,GBA,2001.0,Action,THQ,0.29,0.11,0.0,0.01,0.4,no_data
4841,4843,SpongeBob's Truth or Square (US sales),Wii,2009.0,Action,THQ,0.38,0.01,0.0,0.0,0.4,no_data
4842,4844,MX vs. ATV Unleashed,XB,2005.0,Racing,THQ,0.32,0.07,0.0,0.01,0.4,no_data
4843,4845,Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
4844,4846,Planet 51,DS,2009.0,Action,Sega,0.22,0.14,0.0,0.04,0.4,"↑
a et b (fr) Site du distributeur français [archive], consulté le 28 août 2009.
↑ « Fiche de doublage VF du film » [archive] sur AlloDoublage, consulté le 3 octobre 2012
↑ « Deuxième fiche de doublage VF du film » [archive] « Copie archivée » (version du 7 mai 2013 sur l'Internet Archive) sur Alterego75.fr, consulté le 15 juin 2013"
4845,4847,The Urbz: Sims in the City,GC,2004.0,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,"Les Urbz
Les Sims in the City
Développeur
Maxis
Griptonite Games (GBA/DS)
Éditeur
Electronic Arts
Réalisateur
Will Wright
Date de sortie
9 novembre 2004 (USA)
12 novembre 2004 (Europe)
Franchise
Les Sims
Genre
Simulation de vie
Mode de jeu
Un joueur
Plateforme
Game Boy Advance, GameCube, Nintendo DS, PlayStation 2, Xbox
Évaluation
ESRB : T ?
PEGI : 12+ ?
modifier - modifier le code - modifier Wikidata"
4846,4848,Road Rash: Jailbreak,PS,1999.0,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4,"Road Rash
Jailbreak
Développeur
EA Redwood Shores
Magic Pockets (GBA)
Éditeur
Electronic Arts
Ubisoft (GBA)
Date de sortie
1999
Genre
Course
Mode de jeu
Un ou deux joueur(s)
Plateforme
PlayStation, Game Boy Advance
Road Rash
Road Rash 64
modifier - modifier le code - modifier Wikidata"
